id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,link,productDisplayName
16530,Men,Apparel,Topwear,Shirts,Red,Fall,2011,Casual,http://assets.myntassets.com/v1/images/style/properties/e87ae94ffdf37c089daaad8d451f6995_images.jpg,Locomotive Men Check Red Shirt
22705,Men,Footwear,Shoes,Casual Shoes,White,Fall,2011,Casual,http://assets.myntassets.com/v1/images/style/properties/9f8463e724322e0b47cc9f615acab635_images.jpg,Nike Men White Capri II Casual Shoe
7167,Men,Apparel,Topwear,Shirts,Purple,Fall,2011,Casual,http://assets.myntassets.com/v1/images/style/properties/11dcaeada4fab2e575c449e922425c5d_images.jpg,Scullers Men Scul Purple White Shirt
46240,Women,Apparel,Topwear,Tunics,White,Summer,2012,Casual,http://assets.myntassets.com/v1/images/style/properties/3c92594cc9b62cba6a314a9ca9fd1e19_images.jpg,Fusion Beats Women White Printed Tunic
27277,Women,Apparel,Topwear,Kurtas,Green,Fall,2011,Ethnic,http://assets.myntassets.com/v1/images/style/properties/a576a21253c4cc6b7c04426389c1c58f_images.jpg,Mother Earth Women Blue Kurta
13042,Women,Footwear,Shoes,Flats,Brown,Winter,2012,Casual,http://assets.myntassets.com/v1/images/style/properties/be1fc833328c2708141568e2476abe81_images.jpg,Inc 5 Women Brown Heels
6889,Women,Apparel,Topwear,Jackets,Cream,Summer,2011,Casual,http://assets.myntassets.com/v1/images/style/properties/01c417703d7775105ba346c691f4700b_images.jpg,Forever New Women Stone Cream Jacket
31312,Women,Apparel,Topwear,Kurtas,Peach,Summer,2012,Ethnic,http://assets.myntassets.com/v1/images/style/properties/8e6291cb947f1d35eb4ebc3c73baf1eb_images.jpg,W Women Peach Kurta
12190,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual,http://assets.myntassets.com/v1/images/style/properties/2811fe105e63b5795a6442edb85bb6cd_images.jpg,Basics Men Blue Slim Fit Checked Shirt
55657,Women,Footwear,Shoes,Heels,Gold,Winter,2015,Casual,http://assets.myntassets.com/v1/images/style/properties/Catwalk-Women-Golden-Sandals_5fddd65067f3c7c0224439efc7a99ac8_images.jpg,Catwalk Women Golden Wedges
19578,Women,Apparel,Topwear,Tops,Purple,Summer,2011,Casual,http://assets.myntassets.com/v1/images/style/properties/97d87b20b1a8810ee10f617a8a7ccc52_images.jpg,United Colors of Benetton Women Solid Purple Top
27879,Women,Apparel,Topwear,Tops,Blue,Summer,2012,Casual,http://assets.myntassets.com/v1/images/style/properties/018b322355f8a44f117488fee256049c_images.jpg,Scullers For Her Women Blue Top
34452,Women,Footwear,Shoes,Flats,Copper,Winter,2012,Casual,http://assets.myntassets.com/v1/images/style/properties/93455095a8c1bc951c7bd258b600dfa1_images.jpg,Rocia Women Copper Sandals
6287,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2011,Casual,http://assets.myntassets.com/v1/images/style/properties/Classic-Polo-Mens-Swiss-Yellow-T-shirt_e87fa11cdb977d11d3e673a69f4a63db_images.jpg,Classic Polo Men's Swiss Yellow T-shirt
7355,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011,Casual,http://assets.myntassets.com/v1/images/style/properties/7c9e2e7c405128361af34be207a439a2_images.jpg,Tantra Men's Black Sabbath Navy T-shirt
46072,Men,Accessories,Belts,Belts,Black,Summer,2012,Casual,http://assets.myntassets.com/v1/images/style/properties/749432e06d8d1b969077552ecebd9cd4_images.jpg,Lino Perros Men Black Leather Belt
22537,Men,Footwear,Sandal,Sandals,Tan,Summer,2013,Casual,http://assets.myntassets.com/v1/images/style/properties/465863ba7b810b5ef6c516fe91c77308_images.jpg,Gas Men Eldorado Tan Casual  Sandals
28831,Women,Apparel,Innerwear,Briefs,Brown,Summer,2017,Casual,http://assets.myntassets.com/v1/images/style/properties/9d76cb50cdc99a3519f78164dbc691ae_images.jpg,Enamor Women Pack of 3 Mid-Rise Bikini Brief
43500,Men,Apparel,Topwear,Tshirts,White,Summer,2012,Casual,http://assets.myntassets.com/v1/images/style/properties/9dc3c008c07a5df5b46622ee5d8579de_images.jpg,French Connection Men White T-shirt
2627,Women,Footwear,Shoes,Flats,Silver,Fall,2010,Casual,http://assets.myntassets.com/v1/images/style/properties/a2a3d03e64b5041ab052d5a6b10d282a_images.jpg,Carlton London Women Wedge Silver Sandal
27045,Women,Accessories,Bags,Clutches,Off White,Summer,2012,Casual,http://assets.myntassets.com/v1/images/style/properties/b548017b7f2a2d8582c75ac1afeeb28b_images.jpg,Yelloe Off White Fur Zip Clutch
13270,Women,Apparel,Topwear,Tops,White,Fall,2011,Casual,http://assets.myntassets.com/v1/images/style/properties/b590f001fb08f324b17ce869686b27dc_images.jpg,Palm Tree Kids Girls Printed White Tops
18698,Men,Apparel,Innerwear,Briefs,Grey,Summer,2016,Casual,http://assets.myntassets.com/v1/images/style/properties/Hanes-Men-Ultimate-Grey-Brief_0782bb329d30535e2a3bef5657940458_images.jpg,Hanes Men Grey Ultimate Duo Dry Cotton Stretch Bikini Briefs
55465,Women,Personal Care,Lips,Lipstick,Red,Spring,2017,Casual,http://assets.myntassets.com/v1/images/style/properties/Revlon-Super-Lusterous-Mad-About-Mauve-Lipstick-304_82c2b163c41babfca78eeb61693c666d_images.jpg,Revlon Super Lusterous Lipstick 304
26197,Men,Personal Care,Fragrance,Perfume and Body Mist,Green,Spring,2017,Casual,http://assets.myntassets.com/v1/images/style/properties/ebe4131154706db0b3469237133343e2_images.jpg,Formula 1 Go Men Perfume
31120,Girls,Apparel,Topwear,Tops,Pink,Summer,2012,Casual,http://assets.myntassets.com/v1/images/style/properties/83f4ab34db71459ba1f80bb8992cf9d5_images.jpg,Palm Tree Girls Pink Top
25712,Unisex,Accessories,Headwear,Caps,Blue,Summer,2012,Sports,http://assets.myntassets.com/v1/images/style/properties/Adidas-Unisex-Blue-Capf0fdfddb2e26677c8067afe9586c6cba_images.jpg,ADIDAS Unisex Blue Cap
11527,Men,Apparel,Topwear,Tshirts,Olive,Fall,2011,Casual,http://assets.myntassets.com/v1/images/style/properties/6c598ee94ff155384130481aec05525e_images.jpg,United Colors of Benetton Men Olive Tshirts
14869,Men,Accessories,Wallets,Wallets,Black,Summer,2011,Casual,http://assets.myntassets.com/v1/images/style/properties/09fca1f67e3f78b18f76473749d93e59_images.jpg,United Colors of Benetton Men Solid Black Wallets
40385,Women,Apparel,Topwear,Tops,Yellow,Summer,2012,Casual,http://assets.myntassets.com/v1/images/style/properties/9e616458a21ce9d3b0ddf0895b24df0b_images.jpg,Tokyo Talkies Women Yellow Top
15187,Men,Apparel,Topwear,Tshirts,White,Fall,2011,Casual,http://assets.myntassets.com/v1/images/style/properties/10d750eb60726aff0c78cd599a20e0ab_images.jpg,Arrow Sport Men Solid White Polo Tshirts
5402,Women,Footwear,Shoes,Sports Shoes,Purple,,2011,Sports,http://assets.myntassets.com/v1/images/style/properties/5dfa5ed32e290bbaeedd937ecdaa9a8b_images.jpg,Kalenji Ekiden 200 Wn Purple 2011
44725,Women,Footwear,Flip Flops,Flip Flops,Orange,Summer,2012,Casual,http://assets.myntassets.com/v1/images/style/properties/839c627c80dba9ac4412db3f35a52bb7_images.jpg,Lotto Women Coral Elegant Flip Flops
14055,Men,Apparel,Topwear,Shirts,Green,Fall,2011,Casual,http://assets.myntassets.com/v1/images/style/properties/6934c2d1bc11313536fd82a1192a1d33_images.jpg,Flying Machine Men Check Green Shirts
20260,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011,Casual,http://assets.myntassets.com/v1/images/style/properties/7909093ce4f956a24582b330a249d911_images.jpg,Wrangler Men Applique Navy Blue Tshirt
7731,Men,Footwear,Flip Flops,Flip Flops,Grey,Winter,2011,Casual,http://assets.myntassets.com/v1/images/style/properties/9473ae18face7603f7bdb4b6fda3d8e2_images.jpg,Puma Men's Winglet II Grey Yellow White Flip Flop
22153,Men,Footwear,Sandal,Sandals,Brown,Summer,2011,Casual,http://assets.myntassets.com/v1/images/style/properties/99808c9bdfee6165a0cec81d0219c1a1_images.jpg,Lee Cooper Men Brown Casual Sandals
43958,Men,Footwear,Sandal,Sandals,Olive,Fall,2012,Casual,http://assets.myntassets.com/v1/images/style/properties/Puma-Men-Olive-Techno-Ind-Sandal_3e7aa0b204f4317a017dfbefe260700b_images.jpg,Puma Men Olive Techno Ind Sandal
28469,Women,Apparel,Topwear,Tshirts,Pink,Summer,2012,Casual,http://assets.myntassets.com/v1/images/style/properties/8e3ddd6772fdb8b69c328402aa2baa0c_images.jpg,Urban Yoga Women Printed Pink T-shirt
50573,Men,Apparel,Innerwear,Trunk,Charcoal,Summer,2016,Casual,http://assets.myntassets.com/v1/images/style/properties/cbcfe2066b676f7852c6282f85dfc43b_images.jpg,Chromozome Men Charcoal Trunk Trunks
34036,Boys,Apparel,Topwear,Shirts,Blue,Summer,2012,Casual,http://assets.myntassets.com/v1/images/style/properties/17d5cdd77de6f87ee2451b98f3466d88_images.jpg,Palm Tree Boys Check Blue Shirt
55001,Women,Personal Care,Lips,Lipstick,Pink,Spring,2017,NA,http://assets.myntassets.com/assets/images/55001/2018/3/9/11520591701090-Lakme-Absolute-Lip-Last-Day-Kiss-Lip-Colour-9831520591701048-1.jpg,Lakme Absolute Lip Last Day Kiss Lip Colour
8779,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011,Casual,http://assets.myntassets.com/v1/images/style/properties/f3dc8c5e7e7d7394150506a3f2f417c0_images.jpg,Indigo Nation Men Club Satin Hot Stepper Navy Blue Shirt
3391,Women,Accessories,Bags,Handbags,White,Winter,2015,Casual,http://assets.myntassets.com/v1/images/style/properties/61d4d060e05c3e4ff1771c5e724d6c16_images.jpg,Murcia Women White With Stitch Bag
43164,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,http://assets.myntassets.com/v1/images/style/properties/20e55321f145a292edb4cc9776ea1985_images.jpg,Fastrack Men Black Watch
2243,Men,Apparel,Topwear,Tshirts,White,Fall,2010,Sports,http://assets.myntassets.com/v1/images/style/properties/e1bba450764df5aed92151be769e42d0_images.jpg,ADIDAS Men Stripe Polo White Polo T-shirt
30496,Women,Apparel,Innerwear,Bra,Purple,Summer,2014,Casual,http://assets.myntassets.com/v1/images/style/properties/Lovable-Women-Fiona-Purple-Bra_82e37d2949af0a30ff61f6f7fc80cadc_images.jpg,Lovable Women Fiona Purple Bra
27421,Women,Apparel,Loungewear and Nightwear,Lounge Pants,Blue,Winter,2015,Casual,http://assets.myntassets.com/assets/images/27421/2015/11/23/11448283185049-Jockey-Women-Blue-Lounge-Pants-3621448283184622-1.jpg,Jockey Women Blue Lounge Pants
57756,Women,Personal Care,Skin Care,Face Wash and Cleanser,Green,Spring,2017,Casual,http://assets.myntassets.com/v1/images/style/properties/Lotus-Herbals-Neem---Clove-Purifying-Face-Wash_576266f24033ada1522c55008afacea9_images.jpg,Lotus Herbals Neem & Clove Purifying Face Wash
33213,Women,Apparel,Topwear,Tops,Magenta,Summer,2012,Casual,http://assets.myntassets.com/v1/images/style/properties/cd2a1ae491facf0acf36443998a0c217_images.jpg,Sepia Women Printed Magenta Top
39729,Women,Apparel,Topwear,Tops,Olive,Summer,2012,Casual,http://assets.myntassets.com/v1/images/style/properties/3d8b78b013627f7e9d738ccec2972480_images.jpg,Arrow Woman Olive Top
25376,Men,Apparel,Innerwear,Innerwear Vests,Grey,Summer,2016,Casual,http://assets.myntassets.com/v1/images/style/properties/adc3a5566f4c3e9f3f729ab6f9e44c56_images.jpg,Levis Men Grey Innerwear T-Shirt
11143,Men,Apparel,Topwear,Shirts,Black,Fall,2011,Casual,http://assets.myntassets.com/v1/images/style/properties/62f33289f2a1cbc88d6f8557a2c33638_images.jpg,Scullers Men Price Catch Black Shirts
56684,Women,Apparel,Saree,Sarees,Beige,Fall,2012,Ethnic,http://assets.myntassets.com/v1/images/style/properties/Fabindia-Printed-Beige-Sari_b2b862ad19c18dc983c5cf843fe56bcc_images.jpg,Fabindia Beige & Maroon Mull Printed Saree
4988,Women,Apparel,Dress,Dresses,White,Summer,2011,Casual,http://assets.myntassets.com/v1/images/style/properties/e7559ae62df37abf5338b7992aa8c628_images.jpg,Gini and Jony Girl's Vanya White Polka Dot Kidswear
44341,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012,Casual,http://assets.myntassets.com/v1/images/style/properties/f202fe30bd9441e163b7fbcfcb53e8c2_images.jpg,Indian Terrain Men Blue T-shirt
14431,Women,Footwear,Shoes,Heels,Black,Summer,2012,Casual,http://assets.myntassets.com/v1/images/style/properties/33fe789a39b0590d649cd052e53b80b6_images.jpg,Enroute Women Casual Black Flats
20604,Women,Accessories,Bags,Handbags,Brown,Winter,2015,Casual,http://assets.myntassets.com/v1/images/style/properties/3c67058064553299e3cb62b79fedd1af_images.jpg,Baggit Women Umbrella Dum Brown Handbag
52224,Women,Accessories,Jewellery,Necklace and Chains,Silver,Summer,2012,Casual,http://assets.myntassets.com/v1/images/style/properties/Lencia-Grey-Swarovski-Pearl-Necklace_8dca921b0f3b46449bbd5bb25f6f3dbb_images.jpg,Lencia Grey Swarovski Pearl Necklace
45293,Women,Accessories,Watches,Watches,Red,Winter,2016,Casual,http://assets.myntassets.com/v1/image/style/properties/45293/Casio-Women-Red-Dial-Watch_1_cc32a942220788a0b74c5708baff1e74.jpg,CASIO SHEEN Women Red Dial Watch SX017
36761,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,http://assets.myntassets.com/v1/images/style/properties/c2f94914c3151fa88bc00b924c9bea22_images.jpg,Maxima Men Black Watch
33021,Women,Apparel,Topwear,Kurtas,Cream,Summer,2012,Ethnic,http://assets.myntassets.com/v1/images/style/properties/051884f22b637d9cf40922baecd8ff20_images.jpg,Mother Earth Women Printed Cream Kurta
25144,Women,Accessories,Bags,Handbags,Orange,Winter,2015,Casual,http://assets.myntassets.com/v1/images/style/properties/460dd2adbff063cc226b7146a811e7dc_images.jpg,Lino Perros Women Leatherite Orange Handbag
11371,Men,Apparel,Topwear,Shirts,Black,Fall,2011,Casual,http://assets.myntassets.com/v1/images/style/properties/79e693b484848f12265b4dd4a155fae9_images.jpg,United Colors Of Benetton Men Summer Black Shirts
41401,Women,Apparel,Topwear,Tops,White,Summer,2012,Casual,http://assets.myntassets.com/v1/images/style/properties/907aca262d340d45f49d7d3690fdc953_images.jpg,Wrangler Women White Smocked Top
14603,Men,Accessories,Socks,Socks,Grey,Summer,2011,Casual,http://assets.myntassets.com/v1/images/style/properties/a82a928bfbfba2e299574580ffa61dc9_images.jpg,United Colors of Benetton Men Pack of 2 Grey Socks
37481,Women,Accessories,Watches,Watches,White,Winter,2016,Casual,http://assets.myntassets.com/v1/images/style/properties/8fa9232495f9cad5e31338c61f615afb_images.jpg,Esprit Women White Dial Watch
5254,Unisex,Accessories,Bags,Duffel Bag,Red,Winter,2015,Casual,http://assets.myntassets.com/v1/images/style/properties/8ee197c54df34d4e59d56d847139fe49_images.jpg,Wildcraft Unisex Red Duffle Bag
44173,Women,Personal Care,Fragrance,Perfume and Body Mist,Pink,Spring,2017,Casual,http://assets.myntassets.com/v1/images/style/properties/2688bbbcf35b0e739e7d9e5039fd6cbf_images.jpg,Nike Fragrances Women Trendy Perfume 75ml
25978,Women,Personal Care,Fragrance,Perfume and Body Mist,Pink,Spring,2017,Casual,http://assets.myntassets.com/v1/images/style/properties/4a0b8e5cd5f8b9fe8287301280ee204a_images.jpg,J.Del Pozo Halloween Kiss Sexy Women Perfume
4386,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011,Casual,http://assets.myntassets.com/v1/images/style/properties/dc7e36dcafbb8aeb71dc2ebbd4427ca7_images.jpg,Wrangler Cowboy Photo T-shirt
51693,Unisex,Accessories,Eyewear,Sunglasses,Brown,Winter,2016,Casual,http://assets.myntassets.com/v1/images/style/properties/Van-Heusen-Unisex-Brown-Sunglasses_2099ffb4f8eb9fd28b80922f653aa42a_images.jpg,Van Heusen Unisex Brown Sunglasses
16154,Men,Footwear,Shoes,Formal Shoes,Black,Fall,2011,Formal,http://assets.myntassets.com/v1/images/style/properties/1e1ddab59626e99f7163c2c8c20743b6_images.jpg,Enroute Men Leather Black Formal Shoes
22361,Men,Footwear,Sandal,Sports Sandals,Navy Blue,Summer,2012,Casual,http://assets.myntassets.com/v1/images/style/properties/Reebok-Men-Blue-Twist-Sandals_9d151773708628e8efa686c33561b54a_images.jpg,Reebok Men Navy Twist Sandals
29789,Men,Apparel,Topwear,Tshirts,Pink,Summer,2013,Casual,http://assets.myntassets.com/v1/images/style/properties/b5fe34a5c5a88054357f33b0d2b4ce46_images.jpg,Basics Men Pack of 3 T-shirt
19920,Unisex,Accessories,Bags,Backpacks,Black,Winter,2015,Casual,http://assets.myntassets.com/v1/images/style/properties/d0e782df1a7287eb68da5806346605db_images.jpg,Wildcraft Unisex Black Outdoor Backpack
7503,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011,Sports,http://assets.myntassets.com/v1/images/style/properties/4642a9cf2604998cd7665a76a2bf87c1_images.jpg,Nike Men's As Icon Blue T-shirt
46624,Men,Personal Care,Fragrance,Deodorant,Grey,Spring,2017,Casual,http://assets.myntassets.com/v1/images/style/properties/Rasasi-Men-Emotion-Deo-and-Perfume-Set_f2bcc95e69a60ac6b5473ca68bcc5563_images.jpg,Rasasi Men Emotion Deo and Perfume Set
34204,Men,Apparel,Bottomwear,Track Pants,Navy Blue,Fall,2013,Casual,http://assets.myntassets.com/v1/images/style/properties/15324570d805103032f3a593d495aafe_images.jpg,Proline Men Navy Track Pants
17086,Women,Accessories,Wallets,Wallets,Orange,Winter,2015,Casual,http://assets.myntassets.com/v1/images/style/properties/9cad6be03b1e0b544055e140b526cb94_images.jpg,Lino Perros Women Blue Zip Orange Wallet
50741,Men,Footwear,Shoes,Casual Shoes,Black,Winter,2018,Casual,http://assets.myntassets.com/v1/images/style/properties/2dba90668d61bd7dd5e25a02d7612ee3_images.jpg,Red Chief Men Black Shoes
55233,Women,Personal Care,Makeup,Foundation and Primer,Skin,Summer,2019,Casual,http://assets.myntassets.com/assets/images/55233/2018/5/3/11525323433330-Lakme-Nine-to-Five-Flawless-Makeup-Shell-Foundation-7251525323433284-1.jpg,Lakme Nine to Five Flawless Makeup Shell Foundation
13426,Men,Apparel,Topwear,Tshirts,Red,Summer,2011,Casual,http://assets.myntassets.com/v1/images/style/properties/6723c5b48a019f7940ac913e35240620_images.jpg,United Colors of Benetton Men Stripes Red  Polo T-shirts
43356,Women,Footwear,Shoes,Sports Shoes,Charcoal,Summer,2012,Sports,http://assets.myntassets.com/v1/images/style/properties/ec28a6e80636805d0bf993699b656c88_images.jpg,Reebok Women Charcoal Grey Fuel Techno Sports Shoes
28207,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016,Casual,http://assets.myntassets.com/v1/images/style/properties/f8b19ba970bf91df7f4c1e263faa331c_images.jpg,Ray-Ban Men Active Lifestyle Black Sunglasses
13846,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual,http://assets.myntassets.com/v1/images/style/properties/5f2cc2a725967d426cc03f4a3fbb93c1_images.jpg,John Miller Men Stripes Blue Shirts
12994,Boys,Footwear,Shoes,Sports Shoes,Black,Fall,2011,Sports,http://assets.myntassets.com/v1/images/style/properties/39873daedc5a92eef39894b612f5cbaf_images.jpg,ADIDAS Kids Boys Duramo Synthetic Black Sports Shoes
46278,Women,Apparel,Topwear,Tunics,Red,Summer,2012,Casual,http://assets.myntassets.com/v1/images/style/properties/279197619f868018854ce9bf9b812b87_images.jpg,109F Women Red & White Striped Tunic
16508,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011,Casual,http://assets.myntassets.com/v1/images/style/properties/6cb6a14583b044dca0a0bd9efc2fc4c7_images.jpg,Locomotive Men Washed Blue Jeans
18492,Men,Footwear,Flip Flops,Flip Flops,Blue,Fall,2011,Casual,http://assets.myntassets.com/v1/images/style/properties/b5df5f57f0feda7a42510b6ebedf4f4d_images.jpg,Puma Men Danny Blue Slipper
19540,Men,Apparel,Topwear,Sweaters,Blue,Summer,2011,Casual,http://assets.myntassets.com/v1/images/style/properties/339f3148805bd725b88cebe54fd52d45_images.jpg,United Colors of Benetton Men Solid Blue Sweater
7963,Men,Apparel,Topwear,Tshirts,White,Fall,2011,Sports,http://assets.myntassets.com/v1/images/style/properties/7f50a98d2319c37ba993f4bd39ec1df9_images.jpg,Puma Men's Large Logo Graphic White French T-shirt
8117,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,http://assets.myntassets.com/v1/images/style/properties/971d32f5f437a3e65d852648dd6bbdad_images.jpg,Fastrack Men New Analog Black Navy Watch
49230,Men,Accessories,Socks,Socks,Black,Summer,2016,Casual,http://assets.myntassets.com/v1/images/style/properties/Calzini-Men-Pack-of-5-Sports-Socks_3056952ffdf96eaba3df0c68140a951b_images.jpg,Calzini Men Pack of 5 Sports Socks
39147,Women,Apparel,Apparel Set,Kurta Sets,Purple,Fall,2012,Ethnic,http://assets.myntassets.com/v1/images/style/properties/Aneri-Women-Blue-Salwar-Suit_310b83bb9b3c42c1b2a9a0b63e612c78_images.jpg,Aneri Women Purple Salwar Suit
36933,Women,Personal Care,Fragrance,Perfume and Body Mist,Purple,Spring,2017,Casual,http://assets.myntassets.com/v1/images/style/properties/f98d1337a330597f69db87bdcbe2c3f7_images.jpg,Bulgari Women Omnia Perfume
57138,Women,Apparel,Bottomwear,Trousers,Brown,Summer,2012,Casual,http://assets.myntassets.com/v1/images/style/properties/Elle-Women-Brown-Trousers_a7f66d28a9214c62dc8073fa66146018_images.jpg,Elle Women Brown Trousers
20856,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011,Casual,http://assets.myntassets.com/v1/images/style/properties/fc4d12bcdc99ec17c6cbff23ce164f00_images.jpg,United Colors of Benetton Men Casual Black Shoes
41861,Men,Footwear,Sandal,Sandals,Black,Summer,2016,Casual,http://assets.myntassets.com/v1/images/style/properties/b996cb05ae7c16cabfa4cadc23818247_images.jpg,Estd. 1977 Men Black Sandals
5608,Men,Footwear,Sandal,Sandals,Black,Summer,2011,Casual,http://assets.myntassets.com/v1/images/style/properties/f12bab8f2514a0656f81aa863dd966c3_images.jpg,ADIDAS Men Kendall Black Navy Floater
58170,Women,Accessories,Bags,Clutches,Red,Fall,2012,Casual,http://assets.myntassets.com/v1/images/style/properties/Rocky-S-Red-Clutch_6ef925fd1ad1ad8201c607dd14dd5ade_images.jpg,Rocky S Women Red Clutch
53598,Men,Free Items,Free Gifts,Free Gifts,Black,Winter,2016,Sports,http://assets.myntassets.com/v1/images/style/properties/Q-Q-Men-Black-Digital-Watch_a3a296a8c104975d7c8017bc5dd49a52_images.jpg,Q&Q Men Black Digital Watch
15983,Men,Apparel,Topwear,Shirts,Burgundy,Fall,2011,Casual,http://assets.myntassets.com/v1/images/style/properties/5dca5cfae72251582c7f14ac099212f3_images.jpg,Turtle Solid Men  Burgundy Shirt
39375,Women,Accessories,Watches,Watches,Silver,Winter,2016,Casual,http://assets.myntassets.com/v1/images/style/properties/Helix-Women-Silver-Dial-Watch_43fa66002d9a709539eb6ff7ed9384ce_images.jpg,Helix Women Silver Dial Watch
14851,Women,Accessories,Wallets,Wallets,Coffee Brown,Summer,2011,Casual,http://assets.myntassets.com/v1/images/style/properties/90a495f259d10b2ff562dc0841721f7d_images.jpg,United Colors of Benetton Women Solid Coffee Brown Wallets
59290,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,http://assets.myntassets.com/v1/images/style/properties/Titan-Men-Black-Dial-Watch_1b6fb70c7ca8b860eb0f3257b191e129_images.jpg,Titan Men Black Dial Watch
52678,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,http://assets.myntassets.com/v1/images/style/properties/Morellato-Men-Black-Watch_75c8db9507b6fbde84d530568ac77b37_images.jpg,Morellato Men Black Watch
20258,Men,Apparel,Topwear,Tshirts,Brown,Fall,2011,Casual,http://assets.myntassets.com/v1/images/style/properties/bf97cd1840466577838074675a9cbe1f_images.jpg,Wrangler Men Polo Charcoal T-shirt
47198,Men,Footwear,Sandal,Sandals,Brown,Summer,2012,Casual,http://assets.myntassets.com/v1/images/style/properties/08be9002361c65ffa2e08a8f12464f56_images.jpg,Franco Leone Men Brown Sandals
27841,Men,Accessories,Belts,Belts,White,Summer,2012,Casual,http://assets.myntassets.com/v1/images/style/properties/8e033a452f0390d83a7c343f07177be0_images.jpg,Bulchee Men Plain Jeans White Belt
28035,Men,Apparel,Innerwear,Briefs,Grey Melange,Summer,2016,Casual,http://assets.myntassets.com/v1/images/style/properties/86767de994125ef8c2482545f20aa370_images.jpg,Jockey ELANCE Men Grey Melange Y Front Briefs 1006
31924,Women,Accessories,Bags,Handbags,Black,Summer,2012,Casual,http://assets.myntassets.com/v1/images/style/properties/f2be61ffbdcd20d97ef6aac78a1c3f58_images.jpg,Fabindia Women Black Silk Handbag
26993,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012,Casual,http://assets.myntassets.com/v1/images/style/properties/6220c2b37ad0a42be62fb92b1d6c7e14_images.jpg,Jealous 21 Women Washed Blue Jeans
13248,Men,Apparel,Bottomwear,Trousers,Brown,Fall,2011,Casual,http://assets.myntassets.com/v1/images/style/properties/5f064c454ce1578a2a667d28872a0453_images.jpg,Palm Tree Kids Boy Solid Brown Trousers
43538,Women,Apparel,Topwear,Tops,Blue,Summer,2012,Casual,http://assets.myntassets.com/v1/images/style/properties/French-Connection-Women-Blue-Top_1230fe55a5335d7405f43cb5c43b3c90_images.jpg,French Connection Women Blue Top
8325,Boys,Apparel,Topwear,Tshirts,Yellow,Fall,2011,Casual,http://assets.myntassets.com/v1/images/style/properties/e046ebf7dbb7ae5d9dd7980c21d264ac_images.jpg,Doodle Boy's Athletic 77 Dept Yellow Teen Kidswear
31118,Girls,Apparel,Topwear,Tops,Red,Summer,2012,Casual,http://assets.myntassets.com/v1/images/style/properties/1e3b40d501f5fbbceeab3879db474932_images.jpg,Gini and Jony Girls Red Top
19772,Men,Footwear,Shoes,Casual Shoes,Blue,Fall,2011,Casual,http://assets.myntassets.com/v1/images/style/properties/4ce7d857814ce0fec13e120fe55522c9_images.jpg,ADIDAS Men Vigor Blue Casual Shoes
46876,Men,Accessories,Socks,Socks,Grey,Summer,2012,Casual,http://assets.myntassets.com/v1/images/style/properties/c572452716fa31fb03fa32d43629e335_images.jpg,Lino Perros Men Pack of 2 Socks
5862,Men,Apparel,Topwear,Tshirts,Black,Summer,2011,Casual,http://assets.myntassets.com/v1/images/style/properties/9f9f083996862e825eb0ffb32ed9db31_images.jpg,ADIDAS Men's Stripe Black T-shirt
39711,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,http://assets.myntassets.com/v1/images/style/properties/11a62fad1b3fe096677f18cc0e7e75b9_images.jpg,ADIDAS Original Men Black Dial Chronograph Watch ADH2641
14409,Women,Footwear,Shoes,Heels,White,Summer,2012,Casual,http://assets.myntassets.com/v1/images/style/properties/749afc6258261f28bcd6b94c30f75cba_images.jpg,Enroute Women Casual White Heels
58726,Men,Apparel,Topwear,Tshirts,Grey,Summer,2012,Casual,http://assets.myntassets.com/v1/images/style/properties/Puma-Men-Grey-T-shirt_cf275e8d9abdab9e307d6adbf8fc6d9f_images.jpg,Puma Men Grey T-shirt
44379,Men,Personal Care,Fragrance,Perfume and Body Mist,Black,Spring,2017,Casual,http://assets.myntassets.com/v1/images/style/properties/Adidas-Men-Intense-Touch-100-ml-Perfume_97ab5eb6f4451e4af2913edbfde91f54_images.jpg,ADIDAS Men Intense Touch  Perfume
11947,Men,Footwear,Sandal,Sandals,Olive,Summer,2012,Casual,http://assets.myntassets.com/v1/images/style/properties/464879391de4e1a7b881dad3b7bd83a8_images.jpg,Ganuchi Men Casual Olive Sandals
